Date,Location,Crime_Type,Incidents_Reported
2018-10-09,City Center,Assault,4
2018-10-09,City Center,Burglary,4
2018-10-09,City Center,Vandalism,2
2018-10-09,City Center,Fraud,5
2018-10-09,City Center,Drug Offense,10
2018-10-09,Industrial Zone,Theft,3
2018-10-09,Industrial Zone,Assault,3
2018-10-09,Industrial Zone,Burglary,5
2018-10-09,Industrial Zone,Vandalism,7
2018-10-09,Industrial Zone,Fraud,2
2018-10-09,Industrial Zone,Drug Offense,5
2018-10-10,Downtown,Theft,5
2018-10-10,Downtown,Assault,4
2018-10-10,Downtown,Burglary,5
2018-10-10,Downtown,Vandalism,1
2018-10-10,Downtown,Fraud,6
2018-10-10,Downtown,Drug Offense,5
2018-10-10,Suburb,Theft,5
2018-10-10,Suburb,Assault,3
2018-10-10,Suburb,Burglary,5
2018-10-10,Suburb,Vandalism,0
2018-10-10,Suburb,Fraud,5
2018-10-10,Suburb,Drug Offense,3
2018-10-10,Rural Area,Theft,6
2018-10-10,Rural Area,Assault,6
2018-10-10,Rural Area,Burglary,5
2018-10-10,Rural Area,Vandalism,6
2018-10-10,Rural Area,Fraud,4
2018-10-10,Rural Area,Drug Offense,5
2018-10-10,City Center,Theft,7
2018-10-10,City Center,Assault,3
2018-10-10,City Center,Burglary,4
2018-10-10,City Center,Vandalism,6
2018-10-10,City Center,Fraud,4
2018-10-10,City Center,Drug Offense,5
2018-10-10,Industrial Zone,Theft,5
2018-10-10,Industrial Zone,Assault,4
2018-10-10,Industrial Zone,Burglary,3
2018-10-10,Industrial Zone,Vandalism,0
2018-10-10,Industrial Zone,Fraud,5
2018-10-10,Industrial Zone,Drug Offense,6
2018-10-11,Downtown,Theft,5
2018-10-11,Downtown,Assault,4
2018-10-11,Downtown,Burglary,4
2018-10-11,Downtown,Vandalism,4
2018-10-11,Downtown,Fraud,10
2018-10-11,Downtown,Drug Offense,4
2018-10-11,Suburb,Theft,6
2018-10-11,Suburb,Assault,6
2018-10-11,Suburb,Burglary,4
2018-10-11,Suburb,Vandalism,5
2018-10-11,Suburb,Fraud,4
2018-10-11,Suburb,Drug Offense,8
2018-10-11,Rural Area,Theft,4
2018-10-11,Rural Area,Assault,5
2018-10-11,Rural Area,Burglary,6
2018-10-11,Rural Area,Vandalism,3
2018-10-11,Rural Area,Fraud,3
2018-10-11,Rural Area,Drug Offense,3
2018-10-11,City Center,Theft,6
2018-10-11,City Center,Assault,4
2018-10-11,City Center,Burglary,4
2018-10-11,City Center,Vandalism,4
2018-10-11,City Center,Fraud,2
2018-10-11,City Center,Drug Offense,3
2018-10-11,Industrial Zone,Theft,4
2018-10-11,Industrial Zone,Assault,5
2018-10-11,Industrial Zone,Burglary,8
2018-10-11,Industrial Zone,Vandalism,8
2018-10-11,Industrial Zone,Fraud,1
2018-10-11,Industrial Zone,Drug Offense,2
2018-10-12,Downtown,Theft,3
2018-10-12,Downtown,Assault,7
2018-10-12,Downtown,Burglary,7
2018-10-12,Downtown,Vandalism,5
2018-10-12,Downtown,Fraud,7
2018-10-12,Downtown,Drug Offense,5
2018-10-12,Suburb,Theft,3
2018-10-12,Suburb,Assault,7
2018-10-12,Suburb,Burglary,6
2018-10-12,Suburb,Vandalism,2
2018-10-12,Suburb,Fraud,6
2018-10-12,Suburb,Drug Offense,4
2018-10-12,Rural Area,Theft,5
2018-10-12,Rural Area,Assault,3
2018-10-12,Rural Area,Burglary,7
2018-10-12,Rural Area,Vandalism,3
2018-10-12,Rural Area,Fraud,6
2018-10-12,Rural Area,Drug Offense,6
2018-10-12,City Center,Theft,5
2018-10-12,City Center,Assault,10
2018-10-12,City Center,Burglary,4
2018-10-12,City Center,Vandalism,2
2018-10-12,City Center,Fraud,5
2018-10-12,City Center,Drug Offense,7
2018-10-12,Industrial Zone,Theft,5
2018-10-12,Industrial Zone,Assault,3
2018-10-12,Industrial Zone,Burglary,3
2018-10-12,Industrial Zone,Vandalism,2
2018-10-12,Industrial Zone,Fraud,5
2018-10-12,Industrial Zone,Drug Offense,4
2018-10-13,Downtown,Theft,5
2018-10-13,Downtown,Assault,6
2018-10-13,Downtown,Burglary,5
2018-10-13,Downtown,Vandalism,4
2018-10-13,Downtown,Fraud,1
2018-10-13,Downtown,Drug Offense,5
2018-10-13,Suburb,Theft,3
2018-10-13,Suburb,Assault,4
2018-10-13,Suburb,Burglary,4
2018-10-13,Suburb,Vandalism,4
2018-10-13,Suburb,Fraud,4
2018-10-13,Suburb,Drug Offense,5
2018-10-13,Rural Area,Theft,4
2018-10-13,Rural Area,Assault,3
2018-10-13,Rural Area,Burglary,5
2018-10-13,Rural Area,Vandalism,5
2018-10-13,Rural Area,Fraud,2
2018-10-13,Rural Area,Drug Offense,5
2018-10-13,City Center,Theft,4
2018-10-13,City Center,Assault,7
2018-10-13,City Center,Burglary,0
2018-10-13,City Center,Vandalism,5
2018-10-13,City Center,Fraud,5
2018-10-13,City Center,Drug Offense,2
2018-10-13,Industrial Zone,Theft,6
2018-10-13,Industrial Zone,Assault,0
2018-10-13,Industrial Zone,Burglary,5
2018-10-13,Industrial Zone,Vandalism,7
2018-10-13,Industrial Zone,Fraud,7
2018-10-13,Industrial Zone,Drug Offense,7
2018-10-14,Downtown,Theft,2
2018-10-14,Downtown,Assault,5
2018-10-14,Downtown,Burglary,5
2018-10-14,Downtown,Vandalism,5
2018-10-14,Downtown,Fraud,10
2018-10-14,Downtown,Drug Offense,6
2018-10-14,Suburb,Theft,8
2018-10-14,Suburb,Assault,8
2018-10-14,Suburb,Burglary,3
2018-10-14,Suburb,Vandalism,8
2018-10-14,Suburb,Fraud,4
2018-10-14,Suburb,Drug Offense,7
2018-10-14,Rural Area,Theft,4
2018-10-14,Rural Area,Assault,2
2018-10-14,Rural Area,Burglary,3
2018-10-14,Rural Area,Vandalism,6
2018-10-14,Rural Area,Fraud,3
2018-10-14,Rural Area,Drug Offense,3
2018-10-14,City Center,Theft,5
2018-10-14,City Center,Assault,3
2018-10-14,City Center,Burglary,5
2018-10-14,City Center,Vandalism,5
2018-10-14,City Center,Fraud,4
2018-10-14,City Center,Drug Offense,1
2018-10-14,Industrial Zone,Theft,4
2018-10-14,Industrial Zone,Assault,3
2018-10-14,Industrial Zone,Burglary,4
2018-10-14,Industrial Zone,Vandalism,3
2018-10-14,Industrial Zone,Fraud,5
2018-10-14,Industrial Zone,Drug Offense,3
2018-10-15,Downtown,Theft,7
2018-10-15,Downtown,Assault,5
2018-10-15,Downtown,Burglary,6
2018-10-15,Downtown,Vandalism,4
2018-10-15,Downtown,Fraud,2
2018-10-15,Downtown,Drug Offense,5
2018-10-15,Suburb,Theft,3
2018-10-15,Suburb,Assault,1
2018-10-15,Suburb,Burglary,3
2018-10-15,Suburb,Vandalism,3
2018-10-15,Suburb,Fraud,8
2018-10-15,Suburb,Drug Offense,3
2018-10-15,Rural Area,Theft,6
2018-10-15,Rural Area,Assault,3
2018-10-15,Rural Area,Burglary,6
2018-10-15,Rural Area,Vandalism,7
2018-10-15,Rural Area,Fraud,7
2018-10-15,Rural Area,Drug Offense,6
2018-10-15,City Center,Theft,4
2018-10-15,City Center,Assault,5
2018-10-15,City Center,Burglary,6
2018-10-15,City Center,Vandalism,7
2018-10-15,City Center,Fraud,2
2018-10-15,City Center,Drug Offense,10
2018-10-15,Industrial Zone,Theft,4
2018-10-15,Industrial Zone,Assault,9
2018-10-15,Industrial Zone,Burglary,1
2018-10-15,Industrial Zone,Vandalism,5
2018-10-15,Industrial Zone,Fraud,3
2018-10-15,Industrial Zone,Drug Offense,5
2018-10-16,Downtown,Theft,4
2018-10-16,Downtown,Assault,2
2018-10-16,Downtown,Burglary,4
2018-10-16,Downtown,Vandalism,5
2018-10-16,Downtown,Fraud,3
2018-10-16,Downtown,Drug Offense,2
2018-10-16,Suburb,Theft,2
2018-10-16,Suburb,Assault,2
2018-10-16,Suburb,Burglary,4
2018-10-16,Suburb,Vandalism,5
2018-10-16,Suburb,Fraud,5
2018-10-16,Suburb,Drug Offense,3
2018-10-16,Rural Area,Theft,3
2018-10-16,Rural Area,Assault,1
2018-10-16,Rural Area,Burglary,2
2018-10-16,Rural Area,Vandalism,4
2018-10-16,Rural Area,Fraud,3
2018-10-16,Rural Area,Drug Offense,4
2018-10-16,City Center,Theft,3
2018-10-16,City Center,Assault,7
2018-10-16,City Center,Burglary,6
2018-10-16,City Center,Vandalism,4
2018-10-16,City Center,Fraud,0
2018-10-16,City Center,Drug Offense,6
2018-10-16,Industrial Zone,Theft,6
2018-10-16,Industrial Zone,Assault,3
2018-10-16,Industrial Zone,Burglary,1
2018-10-16,Industrial Zone,Vandalism,4
2018-10-16,Industrial Zone,Fraud,2
2018-10-16,Industrial Zone,Drug Offense,6
2018-10-17,Downtown,Theft,6
2018-10-17,Downtown,Assault,5
2018-10-17,Downtown,Burglary,8
2018-10-17,Downtown,Vandalism,3
2018-10-17,Downtown,Fraud,5
2018-10-17,Downtown,Drug Offense,7
2018-10-17,Suburb,Theft,5
2018-10-17,Suburb,Assault,3
2018-10-17,Suburb,Burglary,5
2018-10-17,Suburb,Vandalism,8
2018-10-17,Suburb,Fraud,4
2018-10-17,Suburb,Drug Offense,6
2018-10-17,Rural Area,Theft,7
2018-10-17,Rural Area,Assault,3
2018-10-17,Rural Area,Burglary,3
2018-10-17,Rural Area,Vandalism,2
2018-10-17,Rural Area,Fraud,4
2018-10-17,Rural Area,Drug Offense,1
2018-10-17,City Center,Theft,5
2018-10-17,City Center,Assault,3
2018-10-17,City Center,Burglary,3
2018-10-17,City Center,Vandalism,5
2018-10-17,City Center,Fraud,3
2018-10-17,City Center,Drug Offense,4
2018-10-17,Industrial Zone,Theft,5
2018-10-17,Industrial Zone,Assault,7
2018-10-17,Industrial Zone,Burglary,6
2018-10-17,Industrial Zone,Vandalism,4
2018-10-17,Industrial Zone,Fraud,6
2018-10-17,Industrial Zone,Drug Offense,4
2018-10-18,Downtown,Theft,6
2018-10-18,Downtown,Assault,4
2018-10-18,Downtown,Burglary,6
2018-10-18,Downtown,Vandalism,7
2018-10-18,Downtown,Fraud,0
2018-10-18,Downtown,Drug Offense,7
2018-10-18,Suburb,Theft,4
2018-10-18,Suburb,Assault,5
2018-10-18,Suburb,Burglary,5
2018-10-18,Suburb,Vandalism,1
2018-10-18,Suburb,Fraud,5
2018-10-18,Suburb,Drug Offense,4
2018-10-18,Rural Area,Theft,6
2018-10-18,Rural Area,Assault,7
2018-10-18,Rural Area,Burglary,5
2018-10-18,Rural Area,Vandalism,5
2018-10-18,Rural Area,Fraud,6
2018-10-18,Rural Area,Drug Offense,4
2018-10-18,City Center,Theft,3
2018-10-18,City Center,Assault,6
2018-10-18,City Center,Burglary,4
2018-10-18,City Center,Vandalism,2
2018-10-18,City Center,Fraud,2
2018-10-18,City Center,Drug Offense,3
2018-10-18,Industrial Zone,Theft,4
2018-10-18,Industrial Zone,Assault,4
2018-10-18,Industrial Zone,Burglary,3
2018-10-18,Industrial Zone,Vandalism,6
2018-10-18,Industrial Zone,Fraud,4
2018-10-18,Industrial Zone,Drug Offense,4
2018-10-19,Downtown,Theft,7
2018-10-19,Downtown,Assault,2
2018-10-19,Downtown,Burglary,6
2018-10-19,Downtown,Vandalism,3
2018-10-19,Downtown,Fraud,6
2018-10-19,Downtown,Drug Offense,4
2018-10-19,Suburb,Theft,3
2018-10-19,Suburb,Assault,3
2018-10-19,Suburb,Burglary,5
2018-10-19,Suburb,Vandalism,3
2018-10-19,Suburb,Fraud,3
2018-10-19,Suburb,Drug Offense,5
2018-10-19,Rural Area,Theft,8
2018-10-19,Rural Area,Assault,6
2018-10-19,Rural Area,Burglary,7
2018-10-19,Rural Area,Vandalism,3
2018-10-19,Rural Area,Fraud,6
2018-10-19,Rural Area,Drug Offense,6
2018-10-19,City Center,Theft,3
2018-10-19,City Center,Assault,5
2018-10-19,City Center,Burglary,7
2018-10-19,City Center,Vandalism,6
2018-10-19,City Center,Fraud,6
2018-10-19,City Center,Drug Offense,5
2018-10-19,Industrial Zone,Theft,3
2018-10-19,Industrial Zone,Assault,6
2018-10-19,Industrial Zone,Burglary,2
2018-10-19,Industrial Zone,Vandalism,5
2018-10-19,Industrial Zone,Fraud,3
2018-10-19,Industrial Zone,Drug Offense,7
2018-10-20,Downtown,Theft,3
2018-10-20,Downtown,Assault,3
2018-10-20,Downtown,Burglary,7
2018-10-20,Downtown,Vandalism,5
2018-10-20,Downtown,Fraud,6
2018-10-20,Downtown,Drug Offense,5
2018-10-20,Suburb,Theft,3
2018-10-20,Suburb,Assault,3
2018-10-20,Suburb,Burglary,2
2018-10-20,Suburb,Vandalism,5
2018-10-20,Suburb,Fraud,7
2018-10-20,Suburb,Drug Offense,4
2018-10-20,Rural Area,Theft,5
2018-10-20,Rural Area,Assault,6
2018-10-20,Rural Area,Burglary,4
2018-10-20,Rural Area,Vandalism,7
2018-10-20,Rural Area,Fraud,4
2018-10-20,Rural Area,Drug Offense,6
2018-10-20,City Center,Theft,5
2018-10-20,City Center,Assault,8
2018-10-20,City Center,Burglary,6
2018-10-20,City Center,Vandalism,6
2018-10-20,City Center,Fraud,4
2018-10-20,City Center,Drug Offense,8
2018-10-20,Industrial Zone,Theft,3
2018-10-20,Industrial Zone,Assault,4
2018-10-20,Industrial Zone,Burglary,7
2018-10-20,Industrial Zone,Vandalism,6
2018-10-20,Industrial Zone,Fraud,1
2018-10-20,Industrial Zone,Drug Offense,2
2018-10-21,Downtown,Theft,3
2018-10-21,Downtown,Assault,5
2018-10-21,Downtown,Burglary,4
2018-10-21,Downtown,Vandalism,4
2018-10-21,Downtown,Fraud,3
2018-10-21,Downtown,Drug Offense,4
2018-10-21,Suburb,Theft,5
2018-10-21,Suburb,Assault,1
2018-10-21,Suburb,Burglary,5
2018-10-21,Suburb,Vandalism,6
2018-10-21,Suburb,Fraud,3
2018-10-21,Suburb,Drug Offense,9
2018-10-21,Rural Area,Theft,5
2018-10-21,Rural Area,Assault,6
2018-10-21,Rural Area,Burglary,6
2018-10-21,Rural Area,Vandalism,4
2018-10-21,Rural Area,Fraud,5
2018-10-21,Rural Area,Drug Offense,5
2018-10-21,City Center,Theft,6
2018-10-21,City Center,Assault,5
2018-10-21,City Center,Burglary,3
2018-10-21,City Center,Vandalism,9
2018-10-21,City Center,Fraud,5
2018-10-21,City Center,Drug Offense,3
2018-10-21,Industrial Zone,Theft,5
2018-10-21,Industrial Zone,Assault,2
2018-10-21,Industrial Zone,Burglary,7
2018-10-21,Industrial Zone,Vandalism,6
2018-10-21,Industrial Zone,Fraud,3
2018-10-21,Industrial Zone,Drug Offense,6
2018-10-22,Downtown,Theft,8
2018-10-22,Downtown,Assault,4
2018-10-22,Downtown,Burglary,6
2018-10-22,Downtown,Vandalism,3
2018-10-22,Downtown,Fraud,0
2018-10-22,Downtown,Drug Offense,2
2018-10-22,Suburb,Theft,4
2018-10-22,Suburb,Assault,4
2018-10-22,Suburb,Burglary,4
2018-10-22,Suburb,Vandalism,7
2018-10-22,Suburb,Fraud,5
2018-10-22,Suburb,Drug Offense,4
2018-10-22,Rural Area,Theft,6
2018-10-22,Rural Area,Assault,2
2018-10-22,Rural Area,Burglary,8
2018-10-22,Rural Area,Vandalism,6
2018-10-22,Rural Area,Fraud,6
2018-10-22,Rural Area,Drug Offense,8
2018-10-22,City Center,Theft,5
2018-10-22,City Center,Assault,1
2018-10-22,City Center,Burglary,5
2018-10-22,City Center,Vandalism,5
2018-10-22,City Center,Fraud,2
2018-10-22,City Center,Drug Offense,6
2018-10-22,Industrial Zone,Theft,4
2018-10-22,Industrial Zone,Assault,7
2018-10-22,Industrial Zone,Burglary,7
2018-10-22,Industrial Zone,Vandalism,3
2018-10-22,Industrial Zone,Fraud,2
2018-10-22,Industrial Zone,Drug Offense,6
2018-10-23,Downtown,Theft,6
2018-10-23,Downtown,Assault,7
2018-10-23,Downtown,Burglary,4
2018-10-23,Downtown,Vandalism,6
2018-10-23,Downtown,Fraud,3
2018-10-23,Downtown,Drug Offense,1
2018-10-23,Suburb,Theft,7
2018-10-23,Suburb,Assault,4
2018-10-23,Suburb,Burglary,5
2018-10-23,Suburb,Vandalism,2
2018-10-23,Suburb,Fraud,5
2018-10-23,Suburb,Drug Offense,4
2018-10-23,Rural Area,Theft,6
2018-10-23,Rural Area,Assault,5
2018-10-23,Rural Area,Burglary,6
2018-10-23,Rural Area,Vandalism,3
2018-10-23,Rural Area,Fraud,6
2018-10-23,Rural Area,Drug Offense,3
2018-10-23,City Center,Theft,4
2018-10-23,City Center,Assault,3
2018-10-23,City Center,Burglary,3
2018-10-23,City Center,Vandalism,0
2018-10-23,City Center,Fraud,5
2018-10-23,City Center,Drug Offense,5
2018-10-23,Industrial Zone,Theft,6
2018-10-23,Industrial Zone,Assault,4
2018-10-23,Industrial Zone,Burglary,7
2018-10-23,Industrial Zone,Vandalism,7
2018-10-23,Industrial Zone,Fraud,10
2018-10-23,Industrial Zone,Drug Offense,3
2018-10-24,Downtown,Theft,2
2018-10-24,Downtown,Assault,4
2018-10-24,Downtown,Burglary,3
2018-10-24,Downtown,Vandalism,8
2018-10-24,Downtown,Fraud,7
2018-10-24,Downtown,Drug Offense,1
2018-10-24,Suburb,Theft,3
2018-10-24,Suburb,Assault,3
2018-10-24,Suburb,Burglary,5
2018-10-24,Suburb,Vandalism,3
2018-10-24,Suburb,Fraud,10
2018-10-24,Suburb,Drug Offense,9
2018-10-24,Rural Area,Theft,7
2018-10-24,Rural Area,Assault,4
2018-10-24,Rural Area,Burglary,5
2018-10-24,Rural Area,Vandalism,2
2018-10-24,Rural Area,Fraud,5
2018-10-24,Rural Area,Drug Offense,6
2018-10-24,City Center,Theft,6
2018-10-24,City Center,Assault,4
2018-10-24,City Center,Burglary,5
2018-10-24,City Center,Vandalism,5
2018-10-24,City Center,Fraud,3
2018-10-24,City Center,Drug Offense,2
2018-10-24,Industrial Zone,Theft,6
2018-10-24,Industrial Zone,Assault,5
2018-10-24,Industrial Zone,Burglary,4
2018-10-24,Industrial Zone,Vandalism,8
2018-10-24,Industrial Zone,Fraud,9
2018-10-24,Industrial Zone,Drug Offense,5
2018-10-25,Downtown,Theft,4
2018-10-25,Downtown,Assault,8
2018-10-25,Downtown,Burglary,7
2018-10-25,Downtown,Vandalism,2
2018-10-25,Downtown,Fraud,6
2018-10-25,Downtown,Drug Offense,8
2018-10-25,Suburb,Theft,4
2018-10-25,Suburb,Assault,5
2018-10-25,Suburb,Burglary,4
2018-10-25,Suburb,Vandalism,5
2018-10-25,Suburb,Fraud,4
2018-10-25,Suburb,Drug Offense,1
2018-10-25,Rural Area,Theft,7
2018-10-25,Rural Area,Assault,5
2018-10-25,Rural Area,Burglary,5
2018-10-25,Rural Area,Vandalism,3
2018-10-25,Rural Area,Fraud,8
2018-10-25,Rural Area,Drug Offense,3
2018-10-25,City Center,Theft,0
2018-10-25,City Center,Assault,7
2018-10-25,City Center,Burglary,7
2018-10-25,City Center,Vandalism,3
2018-10-25,City Center,Fraud,5
2018-10-25,City Center,Drug Offense,2
2018-10-25,Industrial Zone,Theft,7
2018-10-25,Industrial Zone,Assault,9
2018-10-25,Industrial Zone,Burglary,2
2018-10-25,Industrial Zone,Vandalism,6
2018-10-25,Industrial Zone,Fraud,6
2018-10-25,Industrial Zone,Drug Offense,3
2018-10-26,Downtown,Theft,6
2018-10-26,Downtown,Assault,3
2018-10-26,Downtown,Burglary,4
2018-10-26,Downtown,Vandalism,8
2018-10-26,Downtown,Fraud,7
2018-10-26,Downtown,Drug Offense,2
2018-10-26,Suburb,Theft,5
2018-10-26,Suburb,Assault,3
2018-10-26,Suburb,Burglary,7
2018-10-26,Suburb,Vandalism,4
2018-10-26,Suburb,Fraud,7
2018-10-26,Suburb,Drug Offense,3
2018-10-26,Rural Area,Theft,3
2018-10-26,Rural Area,Assault,8
2018-10-26,Rural Area,Burglary,5
2018-10-26,Rural Area,Vandalism,6
2018-10-26,Rural Area,Fraud,4
2018-10-26,Rural Area,Drug Offense,5
2018-10-26,City Center,Theft,4
2018-10-26,City Center,Assault,6
2018-10-26,City Center,Burglary,10
2018-10-26,City Center,Vandalism,5
2018-10-26,City Center,Fraud,5
2018-10-26,City Center,Drug Offense,5
2018-10-26,Industrial Zone,Theft,9
2018-10-26,Industrial Zone,Assault,2
2018-10-26,Industrial Zone,Burglary,6
2018-10-26,Industrial Zone,Vandalism,5
2018-10-26,Industrial Zone,Fraud,3
2018-10-26,Industrial Zone,Drug Offense,6
2018-10-27,Downtown,Theft,2
2018-10-27,Downtown,Assault,3
2018-10-27,Downtown,Burglary,5
2018-10-27,Downtown,Vandalism,6
2018-10-27,Downtown,Fraud,6
2018-10-27,Downtown,Drug Offense,2
2018-10-27,Suburb,Theft,7
2018-10-27,Suburb,Assault,6
2018-10-27,Suburb,Burglary,3
2018-10-27,Suburb,Vandalism,2
2018-10-27,Suburb,Fraud,3
2018-10-27,Suburb,Drug Offense,6
2018-10-27,Rural Area,Theft,4
2018-10-27,Rural Area,Assault,2
2018-10-27,Rural Area,Burglary,4
2018-10-27,Rural Area,Vandalism,4
2018-10-27,Rural Area,Fraud,3
2018-10-27,Rural Area,Drug Offense,5
2018-10-27,City Center,Theft,6
2018-10-27,City Center,Assault,4
2018-10-27,City Center,Burglary,4
2018-10-27,City Center,Vandalism,6
2018-10-27,City Center,Fraud,5
2018-10-27,City Center,Drug Offense,4
2018-10-27,Industrial Zone,Theft,5
2018-10-27,Industrial Zone,Assault,6
2018-10-27,Industrial Zone,Burglary,5
2018-10-27,Industrial Zone,Vandalism,8
2018-10-27,Industrial Zone,Fraud,0
2018-10-27,Industrial Zone,Drug Offense,1
2018-10-28,Downtown,Theft,5
2018-10-28,Downtown,Assault,0
2018-10-28,Downtown,Burglary,5
2018-10-28,Downtown,Vandalism,5
2018-10-28,Downtown,Fraud,6
2018-10-28,Downtown,Drug Offense,6
2018-10-28,Suburb,Theft,6
2018-10-28,Suburb,Assault,1
2018-10-28,Suburb,Burglary,3
2018-10-28,Suburb,Vandalism,5
2018-10-28,Suburb,Fraud,7
2018-10-28,Suburb,Drug Offense,6
2018-10-28,Rural Area,Theft,2
2018-10-28,Rural Area,Assault,7
2018-10-28,Rural Area,Burglary,4
2018-10-28,Rural Area,Vandalism,6
2018-10-28,Rural Area,Fraud,7
2018-10-28,Rural Area,Drug Offense,4
2018-10-28,City Center,Theft,6
2018-10-28,City Center,Assault,4
2018-10-28,City Center,Burglary,5
2018-10-28,City Center,Vandalism,7
2018-10-28,City Center,Fraud,5
2018-10-28,City Center,Drug Offense,7
2018-10-28,Industrial Zone,Theft,9
2018-10-28,Industrial Zone,Assault,7
2018-10-28,Industrial Zone,Burglary,8
2018-10-28,Industrial Zone,Vandalism,6
2018-10-28,Industrial Zone,Fraud,5
2018-10-28,Industrial Zone,Drug Offense,6
2018-10-29,Downtown,Theft,7
2018-10-29,Downtown,Assault,3
2018-10-29,Downtown,Burglary,5
2018-10-29,Downtown,Vandalism,4
2018-10-29,Downtown,Fraud,4
2018-10-29,Downtown,Drug Offense,4
2018-10-29,Suburb,Theft,2
2018-10-29,Suburb,Assault,6
2018-10-29,Suburb,Burglary,4
2018-10-29,Suburb,Vandalism,4
2018-10-29,Suburb,Fraud,3
2018-10-29,Suburb,Drug Offense,3
2018-10-29,Rural Area,Theft,4
2018-10-29,Rural Area,Assault,9
2018-10-29,Rural Area,Burglary,5
2018-10-29,Rural Area,Vandalism,4
2018-10-29,Rural Area,Fraud,4
2018-10-29,Rural Area,Drug Offense,2
2018-10-29,City Center,Theft,3
2018-10-29,City Center,Assault,5
2018-10-29,City Center,Burglary,4
2018-10-29,City Center,Vandalism,3
2018-10-29,City Center,Fraud,6
2018-10-29,City Center,Drug Offense,4
2018-10-29,Industrial Zone,Theft,3
2018-10-29,Industrial Zone,Assault,2
2018-10-29,Industrial Zone,Burglary,7
2018-10-29,Industrial Zone,Vandalism,7
2018-10-29,Industrial Zone,Fraud,4
2018-10-29,Industrial Zone,Drug Offense,5
2018-10-30,Downtown,Theft,5
2018-10-30,Downtown,Assault,5
2018-10-30,Downtown,Burglary,2
2018-10-30,Downtown,Vandalism,3
2018-10-30,Downtown,Fraud,1
2018-10-30,Downtown,Drug Offense,7
2018-10-30,Suburb,Theft,3
2018-10-30,Suburb,Assault,4
2018-10-30,Suburb,Burglary,7
2018-10-30,Suburb,Vandalism,4
2018-10-30,Suburb,Fraud,5
2018-10-30,Suburb,Drug Offense,4
2018-10-30,Rural Area,Theft,2
2018-10-30,Rural Area,Assault,5
2018-10-30,Rural Area,Burglary,6
2018-10-30,Rural Area,Vandalism,6
2018-10-30,Rural Area,Fraud,7
2018-10-30,Rural Area,Drug Offense,3
2018-10-30,City Center,Theft,8
2018-10-30,City Center,Assault,4
2018-10-30,City Center,Burglary,6
2018-10-30,City Center,Vandalism,2
2018-10-30,City Center,Fraud,3
2018-10-30,City Center,Drug Offense,2
2018-10-30,Industrial Zone,Theft,5
2018-10-30,Industrial Zone,Assault,5
2018-10-30,Industrial Zone,Burglary,1
2018-10-30,Industrial Zone,Vandalism,1
2018-10-30,Industrial Zone,Fraud,9
2018-10-30,Industrial Zone,Drug Offense,5
2018-10-31,Downtown,Theft,6
2018-10-31,Downtown,Assault,6
2018-10-31,Downtown,Burglary,5
2018-10-31,Downtown,Vandalism,8
2018-10-31,Downtown,Fraud,3
2018-10-31,Downtown,Drug Offense,3
2018-10-31,Suburb,Theft,5
2018-10-31,Suburb,Assault,1
2018-10-31,Suburb,Burglary,5
2018-10-31,Suburb,Vandalism,6
2018-10-31,Suburb,Fraud,4
2018-10-31,Suburb,Drug Offense,10
2018-10-31,Rural Area,Theft,1
2018-10-31,Rural Area,Assault,8
2018-10-31,Rural Area,Burglary,6
2018-10-31,Rural Area,Vandalism,4
2018-10-31,Rural Area,Fraud,4
2018-10-31,Rural Area,Drug Offense,3
2018-10-31,City Center,Theft,3
2018-10-31,City Center,Assault,2
2018-10-31,City Center,Burglary,4
2018-10-31,City Center,Vandalism,5
2018-10-31,City Center,Fraud,5
2018-10-31,City Center,Drug Offense,4
2018-10-31,Industrial Zone,Theft,4
2018-10-31,Industrial Zone,Assault,3
2018-10-31,Industrial Zone,Burglary,5
2018-10-31,Industrial Zone,Vandalism,2
2018-10-31,Industrial Zone,Fraud,4
2018-10-31,Industrial Zone,Drug Offense,4
2018-11-01,Downtown,Theft,3
2018-11-01,Downtown,Assault,5
2018-11-01,Downtown,Burglary,0
2018-11-01,Downtown,Vandalism,2
2018-11-01,Downtown,Fraud,6
2018-11-01,Downtown,Drug Offense,3
2018-11-01,Suburb,Theft,5
2018-11-01,Suburb,Assault,4
2018-11-01,Suburb,Burglary,4
2018-11-01,Suburb,Vandalism,5
2018-11-01,Suburb,Fraud,3
2018-11-01,Suburb,Drug Offense,4
2018-11-01,Rural Area,Theft,7
2018-11-01,Rural Area,Assault,6
2018-11-01,Rural Area,Burglary,2
2018-11-01,Rural Area,Vandalism,6
2018-11-01,Rural Area,Fraud,2
2018-11-01,Rural Area,Drug Offense,8
2018-11-01,City Center,Theft,4
2018-11-01,City Center,Assault,4
2018-11-01,City Center,Burglary,5
2018-11-01,City Center,Vandalism,3
2018-11-01,City Center,Fraud,2
2018-11-01,City Center,Drug Offense,4
2018-11-01,Industrial Zone,Theft,3
2018-11-01,Industrial Zone,Assault,2
2018-11-01,Industrial Zone,Burglary,3
2018-11-01,Industrial Zone,Vandalism,3
2018-11-01,Industrial Zone,Fraud,8
2018-11-01,Industrial Zone,Drug Offense,3
2018-11-02,Downtown,Theft,7
2018-11-02,Downtown,Assault,4
2018-11-02,Downtown,Burglary,2
2018-11-02,Downtown,Vandalism,2
2018-11-02,Downtown,Fraud,7
